Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Programming,Bad to the Bone,,,,10.1007/978-3-031-79879-5_3,Steven BarrettJason Kridner,2016,https://link.springer.com/chapter/10.1007/978-3-031-79879-5_3,Chapter
Synthesizing Code for GPGPUs from Abstract Formal Models,"Languages, Design Methods, and Tools for Electronic System Design",,,,10.1007/978-3-319-24457-0_7,Gabriel Hjort BlindellChristian MenneIngo Sander,2016,https://link.springer.com/chapter/10.1007/978-3-319-24457-0_7,Chapter
"From Design to Implementation: An Automated, Credible Autocoding Chain for Control Systems",Advances in Control System Technology for Aerospace Applications,,,,10.1007/978-3-662-47694-9_5,Timothy WangRomain JobredeauxHeber HerenciaPierre-Loïc GarocheArnaud DieumegardÉric FeronMarc Pantel,2016,https://link.springer.com/chapter/10.1007/978-3-662-47694-9_5,Chapter
Limbed Systems,Springer Handbook of Robotics,,,,10.1007/978-3-319-32552-1_17,Shuuji KajitaChristian Ott,2016,https://link.springer.com/chapter/10.1007/978-3-319-32552-1_17,Chapter
Statistical Model Checking with Change Detection,Transactions on Foundations for Mastering Change I,,,,10.1007/978-3-319-46508-1_9,Axel LegayLouis-Marie Traonouez,2016,https://link.springer.com/chapter/10.1007/978-3-319-46508-1_9,Chapter
Computer Music Languages and Systems: The Synergy Between Technology and Creativity,Handbook of Digital Games and Entertainment Technologies,,,,10.1007/978-981-4560-52-8_19-2,Hiroki NishinoRyohei Nakatsu,2016,https://link.springer.com/rwe/10.1007/978-981-4560-52-8_19-2,Living reference work entry
The Design of ARM-Based Control System of Unmanned Research Catamaran,Robot Intelligence Technology and Applications 3,,,,10.1007/978-3-319-16841-8_55,Zhang Yan-naShan Ti-kunDing FeiYang Wei-min,2015,https://link.springer.com/chapter/10.1007/978-3-319-16841-8_55,Conference paper
Foundations for Streaming Model Transformations by Complex Event Processing,Software & Systems Modeling,,,,10.1007/s10270-016-0533-1,István DávidIstván RáthDániel Varró,2016,https://link.springer.com/article/10.1007/s10270-016-0533-1,Article
Foreword to the special section on synchronous programming,Frontiers of Computer Science,,,,10.1007/s11704-013-3905-5,Jean-Pierre Talpin,2013,https://link.springer.com/article/10.1007/s11704-013-3905-5,Article
Translation Validation for Clock Transformations in a Synchronous Compiler,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-662-46675-9_12,Van Chan NgoJean-Pierre TalpinThierry GautierPaul Le Guernic,2015,https://link.springer.com/chapter/10.1007/978-3-662-46675-9_12,Conference paper
A Synchronous-Based Code Generator for Explicit Hybrid Systems Languages,Compiler Construction,,,,10.1007/978-3-662-46663-6_4,Timothy BourkeJean-Louis ColaçoBruno PaganoCédric PasteurMarc Pouzet,2015,https://link.springer.com/chapter/10.1007/978-3-662-46663-6_4,Conference paper
Recovery Preparation,Software Design for Resilient Computer Systems,,,,10.1007/978-3-319-29465-0_8,Igor SchagaevThomas Kaegi-Trachsel,2016,https://link.springer.com/chapter/10.1007/978-3-319-29465-0_8,Chapter
"Require, Test and Trace IT",Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-19458-5_8,Bernhard K. AichernigKlaus HörmaierFlorian LorberDejan NičkovićStefan Tiran,2015,https://link.springer.com/chapter/10.1007/978-3-319-19458-5_8,Conference paper
Successful Use of Incremental BMC in the Automotive Industry,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-19458-5_5,Peter SchrammelDaniel KroeningMartin BrainRuben MartinsTino TeigeTom Bienmüller,2015,https://link.springer.com/chapter/10.1007/978-3-319-19458-5_5,Conference paper
Introduction to the special issue on software technologies for embedded and ubiquitous systems,Computing,,,,10.1007/s00607-014-0437-2,Lynn ChoiRaimund Kirner,2014,https://link.springer.com/article/10.1007/s00607-014-0437-2,Article
Causality problem in real-time calculus,Formal Methods in System Design,,,,10.1007/s10703-016-0250-y,Karine AltisenMatthieu Moy,2016,https://link.springer.com/article/10.1007/s10703-016-0250-y,Article
Cellular Programming,Theory and Practice of Natural Computing,,,,10.1007/978-3-319-13749-0_2,Peter NiebertMathieu Caralp,2014,https://link.springer.com/chapter/10.1007/978-3-319-13749-0_2,Conference paper
Coalgebraic Semantic Model for the Clock Constraint Specification Language,Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-17581-2_12,Frédéric MalletGrygoriy Zholtkevych,2015,https://link.springer.com/chapter/10.1007/978-3-319-17581-2_12,Conference paper
Copilot: monitoring embedded systems,Innovations in Systems and Software Engineering,,,,10.1007/s11334-013-0223-x,Lee PikeNis WegmannSebastian NillerAlwyn Goodloe,2013,https://link.springer.com/article/10.1007/s11334-013-0223-x,Article
An SMT-based Approach to analyze Non-Linear Relations of Parameters for Hybrid Systems,Formal Modeling and Verification of Cyber-Physical Systems,,,,10.1007/978-3-658-09994-7_16,Xian LiKlaus Schneider,2015,https://link.springer.com/chapter/10.1007/978-3-658-09994-7_16,Chapter
A model-based productivity improvement of reinforced concrete work in a multi-housing project,KSCE Journal of Civil Engineering,,,,10.1007/s12205-015-0302-7,Soobae AnSoungmin JiChangtaek HyunSangwon Han,2015,https://link.springer.com/article/10.1007/s12205-015-0302-7,Article
Progressive and explicit refinement of scheduling for multidimensional data-flow applications using UML MARTE,Design Automation for Embedded Systems,,,,10.1007/s10617-014-9140-y,Calin GlitiaJulien DeAntoniFrédéric MalletJean-Vivien MilloPierre BouletAbdoulaye Gamatié,2014,https://link.springer.com/article/10.1007/s10617-014-9140-y,Article
High-Level Language Support for Reconfiguration Control in Component-Based Architectures,Software Architecture,,,,10.1007/978-3-319-23727-5_1,Frederico AlvaresEric RuttenLionel Seinturier,2015,https://link.springer.com/chapter/10.1007/978-3-319-23727-5_1,Conference paper
Timed-pNets: a communication behavioural semantic model for distributed systems,Frontiers of Computer Science,,,,10.1007/s11704-014-4096-4,Yanwen ChenYixiang ChenEric Madelaine,2014,https://link.springer.com/article/10.1007/s11704-014-4096-4,Article
Integrating discrete controller synthesis into a reactive programming language compiler,Discrete Event Dynamic Systems,,,,10.1007/s10626-013-0163-5,Gwenaël DelavalEric RuttenHervé Marchand,2013,https://link.springer.com/article/10.1007/s10626-013-0163-5,Article
Grounding Synchronous Deterministic Concurrency in Sequential Programming,Programming Languages and Systems,,,,10.1007/978-3-642-54833-8_13,Joaquín AguadoMichael MendlerReinhard von HanxledenInsa Fuhrmann,2014,https://link.springer.com/chapter/10.1007/978-3-642-54833-8_13,Conference paper
A Parametric Dataflow Model for the Speed and&#xa0;Distance Monitoring in Novel Train Control&#xa0;Systems,"Cyber Physical Systems. Design, Modeling, and Evaluation",,,,10.1007/978-3-319-25141-7_5,Benjamin BeichlerThorsten SchulzChristian HaubeltFrank Golatowski,2015,https://link.springer.com/chapter/10.1007/978-3-319-25141-7_5,Conference paper
"A Normalized Form for FIFO Protocols Traces, Application to the Replay of Mode-based Protocols",Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-17581-2_6,Mamoun FilaliMeriem OuederniJean-Baptiste Raclet,2015,https://link.springer.com/chapter/10.1007/978-3-319-17581-2_6,Conference paper
Clock refinement in imperative synchronous languages,EURASIP Journal on Embedded Systems,,,,10.1186/1687-3963-2013-3,Mike GemündeJens BrandtKlaus Schneider,2013,https://link.springer.com/article/10.1186/1687-3963-2013-3,Article
Compiling SCCharts — A Case-Study on Interactive Model-Based Compilation,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_32,Christian MotikaSteven SmythReinhard von Hanxleden,2014,https://link.springer.com/chapter/10.1007/978-3-662-45234-9_32,Conference paper
Higher-Order Reactive Programming with Incremental Lists,ECOOP 2013 – Object-Oriented Programming,,,,10.1007/978-3-642-39038-8_29,Ingo MaierMartin Odersky,2013,https://link.springer.com/chapter/10.1007/978-3-642-39038-8_29,Conference paper
Efficient Code Synthesis from Function Blocks,Model-Driven Design Using IEC 61499,,,,10.1007/978-3-319-10521-5_5,Li Hsien YoongPartha S. RoopZeeshan E. BhattiMatthew M. Y. Kuo,2015,https://link.springer.com/chapter/10.1007/978-3-319-10521-5_5,Chapter
Non-preemptive Scheduling of Real-Time Software Transactional Memory,Architecture of Computing Systems – ARCS 2014,,,,10.1007/978-3-319-04891-8_3,António BarrosLuís Miguel Pinho,2014,https://link.springer.com/chapter/10.1007/978-3-319-04891-8_3,Conference paper
"TCC, with History",Horizons of the Mind. A Tribute to Prakash Panangaden,,,,10.1007/978-3-319-06880-0_24,Vijay SaraswatVineet GuptaRadha Jagadeesan,2014,https://link.springer.com/chapter/10.1007/978-3-319-06880-0_24,Chapter
AUTSEG: Automatic Test Set Generator for Embedded Reactive Systems,Testing Software and Systems,,,,10.1007/978-3-662-44857-1_7,Mariem AbdelmoulaDaniel GaffeMichel Auguin,2014,https://link.springer.com/chapter/10.1007/978-3-662-44857-1_7,Conference paper
"Introduction: Modeling, Analysis and Synthesis of Embedded Software and Systems",Embedded Systems Development,,,,10.1007/978-1-4614-3879-3_1,Alberto Sangiovanni-VincentelliHaibo ZengMarco Di NatalePeter Marwedel,2014,https://link.springer.com/chapter/10.1007/978-1-4614-3879-3_1,Chapter
An MDA Approach for the Generation of Communication Adapters Integrating SW and FW Components from Simulink,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-319-11653-2_22,Marco Di NataleFrancesco ChiricoAndrea SindicoAlberto Sangiovanni-Vincentelli,2014,https://link.springer.com/chapter/10.1007/978-3-319-11653-2_22,Conference paper
Discrete Control for Smart Environments Through a Generic Finite-State-Models-Based Infrastructure,Ambient Intelligence,,,,10.1007/978-3-319-14112-1_15,Mengxuan ZhaoGilles PrivatEric RuttenHassane Alla,2014,https://link.springer.com/chapter/10.1007/978-3-319-14112-1_15,Conference paper
Robotic Inspection Systems,Integrated Imaging and Vision Techniques for Industrial Inspection,,,,10.1007/978-1-4471-6741-9_10,Christian EitzingerSebastian ZambalPetra Thanner,2015,https://link.springer.com/chapter/10.1007/978-1-4471-6741-9_10,Chapter
A real-time virtual machine implementation for small microcontrollers,Innovations in Systems and Software Engineering,,,,10.1007/s11334-012-0188-1,W. Roger DavisPhillip A. LaplanteBo I. Sandén,2012,https://link.springer.com/article/10.1007/s11334-012-0188-1,Article
Scenario-based verification in presence of variability using a synchronous approach,Frontiers of Computer Science,,,,10.1007/s11704-013-3094-6,Jean-Vivien MilloFrédéric MalletAnthony CoadouS. Ramesh,2013,https://link.springer.com/article/10.1007/s11704-013-3094-6,Article
Multi-threaded code generation from Signal program to OpenMP,Frontiers of Computer Science,,,,10.1007/s11704-013-3906-4,Kai HuTeng ZhangZhibin Yang,2013,https://link.springer.com/article/10.1007/s11704-013-3906-4,Article
"Exploring system architectures in AADL via <span>Polychrony</span> and <span>SynDEx</span>
                  ",Frontiers of Computer Science,,,,10.1007/s11704-013-2307-z,Huafeng YuYue MaThierry GautierLoïc BesnardJean-Pierre TalpinPaul Le GuernicYves Sorel,2013,https://link.springer.com/article/10.1007/s11704-013-2307-z,Article
A comparative study of two formal semantics of the SIGNAL language,Frontiers of Computer Science,,,,10.1007/s11704-013-3908-2,Zhibin YangJean-Paul BodeveixMamoun Filali,2013,https://link.springer.com/article/10.1007/s11704-013-3908-2,Article
Related Work and Outlook,Correct-by-Construction Approaches for SoC Design,,,,10.1007/978-1-4614-7864-5_7,Roopak SinhaParthasarathi RoopSamik Basu,2014,https://link.springer.com/chapter/10.1007/978-1-4614-7864-5_7,Chapter
Hop and HipHop: Multitier Web Orchestration,Distributed Computing and Internet Technology,,,,10.1007/978-3-319-04483-5_1,Gérard BerryManuel Serrano,2014,https://link.springer.com/chapter/10.1007/978-3-319-04483-5_1,Conference paper
System-level approach to the design of ambient intelligence systems based on wireless sensor and actuator networks,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-014-0221-3,Udayanto Dwi AtmojoZoran SalcicKevin I-Kai WangHeeJong Park,2014,https://link.springer.com/article/10.1007/s12652-014-0221-3,Article
Automated Planning as an Early Verification Tool for Distributed Control,Journal of Automated Reasoning,,,,10.1007/s10817-014-9313-1,Kamalesh GhoshPallab DasguptaS. Ramesh,2014,https://link.springer.com/article/10.1007/s10817-014-9313-1,Article
Hybrid Digit-Serial Multiplier for Shifted Polynomial Basis of GF(2 m ),Genetic and Evolutionary Computing,,,,10.1007/978-3-319-01796-9_39,Chiou-Yng LeeWen-Yo LeeChe Wun ChiouJeng-Shyang PanCheng-Huai Ni,2014,https://link.springer.com/chapter/10.1007/978-3-319-01796-9_39,Conference paper
Implementing mixed-criticality synchronous reactive programs upon uniprocessor platforms,Real-Time Systems,,,,10.1007/s11241-013-9197-x,Sanjoy Baruah,2013,https://link.springer.com/article/10.1007/s11241-013-9197-x,Article
Intellectual Property&#xa0;(IP) Integration Approach for Data-Flow Parallel Embedded Systems,e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-642-41178-6_31,Anne Marie ChanaPatrice Quinton,2013,https://link.springer.com/chapter/10.1007/978-3-642-41178-6_31,Conference paper
Environment-Model Based Testing of Control Systems: Case Studies,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-54862-8_55,Erwan JahierSimplice Djoko-DjokoChaouki MaizaEric Lafont,2014,https://link.springer.com/chapter/10.1007/978-3-642-54862-8_55,Conference paper
Rigorous System Design Flow for Autonomous Systems,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_13,Saddek BensalemMarius BozgaJacques CombazAhlem Triki,2014,https://link.springer.com/chapter/10.1007/978-3-662-45234-9_13,Conference paper
"A Survey of High Level Synthesis Languages, Tools, and Compilers for Reconfigurable High Performance Computing",Advances in Systems Science,,,,10.1007/978-3-319-01857-7_47,Luka DaoudDawid ZydekHenry Selvaraj,2014,https://link.springer.com/chapter/10.1007/978-3-319-01857-7_47,Conference paper
EHRA: Specification and Analysis of Energy-Harvesting Wireless Sensor Networks,"Specification, Algebra, and Software",,,,10.1007/978-3-642-54624-2_26,Anh-Dung PhanMichael R. HansenJan Madsen,2014,https://link.springer.com/chapter/10.1007/978-3-642-54624-2_26,Chapter
Rigorous embedded design: challenges and perspectives,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-013-0271-4,Saddek BensalemAxel LegayMarius Bozga,2013,https://link.springer.com/article/10.1007/s10009-013-0271-4,Article
Formal verification of synchronous data-flow program transformations toward certified compilers,Frontiers of Computer Science,,,,10.1007/s11704-013-3910-8,Van Chan NgoJean-Pierre TalpinThierry GautierPaul Le GuernicLoïc Besnard,2013,https://link.springer.com/article/10.1007/s11704-013-3910-8,Article
JavaScript IRL,Expert JavaScript,,,,10.1007/978-1-4302-6098-1_6,Mark E. Daggett,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6098-1_6,Chapter
Model-Driven Verifying Compilation of Synchronous Distributed Applications,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-319-11653-2_13,Sagar ChakiJames Edmondson,2014,https://link.springer.com/chapter/10.1007/978-3-319-11653-2_13,Conference paper
Constructive Polychronous Systems,Logical Foundations of Computer Science,,,,10.1007/978-3-642-35722-0_24,Jean-Pierre TalpinJens BrandtMike GemündeKlaus SchneiderSandeep Shukla,2013,https://link.springer.com/chapter/10.1007/978-3-642-35722-0_24,Conference paper
Lifting Verification Results for Preemption Statements,Software Engineering and Formal Methods,,,,10.1007/978-3-642-40561-7_7,Manuel GesellAndreas MorgensternKlaus Schneider,2013,https://link.springer.com/chapter/10.1007/978-3-642-40561-7_7,Conference paper
