database,source_row,source_id,title,authors,normalized_title,normalized_authors,year,doi,publication_title,document_type,url
springer,274,10.1007/978-981-10-3482-4_3,A Simulation Approach for SIGNAL Time Model Concern on Multi-clock System,Zi WangGuoHua ShenZhiQiu HuangJia SiCheng Pan,a simulation approach for signal time model concern on multi clock system,zi wangguohua shenzhiqiu huangjia sicheng pan,2016,10.1007/978-981-10-3482-4_3,Software Engineering and Methodology for Emerging Domains,Conference paper,https://link.springer.com/chapter/10.1007/978-981-10-3482-4_3
springer,275,10.1007/978-3-319-19686-2_10,Programming Microcontrollers in OCaml: The OCaPIC Project,Benoît VaugonPhilippe WangEmmanuel Chailloux,programming microcontrollers in ocaml the ocapic project,benoît vaugonphilippe wangemmanuel chailloux,2015,10.1007/978-3-319-19686-2_10,Practical Aspects of Declarative Languages,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-19686-2_10
springer,276,10.1007/s11704-015-4364-y,Towards a verified compiler prototype for the synchronous language SIGNAL,Zhibin YangJean-Paul BodeveixMamoun FilaliKai HuYongwang ZhaoDianfu Ma,towards a verified compiler prototype for the synchronous language signal,zhibin yangjean paul bodeveixmamoun filalikai huyongwang zhaodianfu ma,2015,10.1007/s11704-015-4364-y,Frontiers of Computer Science,Article,https://link.springer.com/article/10.1007/s11704-015-4364-y
springer,277,10.1007/978-3-319-57708-1_3,Instant-Based and State-Based Analysis of Infinite Logical Clock,Qingguo XuHuaikou MiaoRobert de SimoneJulien DeAntoni,instant based and state based analysis of infinite logical clock,qingguo xuhuaikou miaorobert de simonejulien deantoni,2017,10.1007/978-3-319-57708-1_3,Structured Object-Oriented Formal Language and Method,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-57708-1_3
springer,278,10.1007/978-3-319-25178-3_2,Introduction to Embedded Computing Systems,Dietmar P. F. Möller,introduction to embedded computing systems,dietmar p f möller,2016,10.1007/978-3-319-25178-3_2,Guide to Computing Fundamentals in Cyber-Physical Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-25178-3_2
springer,279,10.1007/s11227-017-2043-5,Cloud workflow scheduling with hybrid resource provisioning,Long ChenXiaoping Li,cloud workflow scheduling with hybrid resource provisioning,long chenxiaoping li,2017,10.1007/s11227-017-2043-5,The Journal of Supercomputing,Article,https://link.springer.com/article/10.1007/s11227-017-2043-5
springer,280,10.1007/978-94-017-7358-4_4-2,SysteMoC: A Data-Flow Programming Language for Codesign,Joachim FalkChristian HaubeltJürgen TeichChristian Zebelein,systemoc a data flow programming language for codesign,joachim falkchristian haubeltjürgen teichchristian zebelein,2017,10.1007/978-94-017-7358-4_4-2,Handbook of Hardware/Software Codesign,Living reference work entry,https://link.springer.com/rwe/10.1007/978-94-017-7358-4_4-2
springer,282,10.1007/978-3-319-42620-4_59,Real-Time Machine-Vision-System for an Automated Quality Monitoring in Mass Production of Multiaxial Non-crimp Fabrics,Robert SchmittTobias FürtjesBahoz AbbasPhilipp AbelWalter KimmelmannPhilipp KosseAndrea Buratti,real time machine vision system for an automated quality monitoring in mass production of multiaxial non crimp fabrics,robert schmitttobias fürtjesbahoz abbasphilipp abelwalter kimmelmannphilipp kosseandrea buratti,2016,10.1007/978-3-319-42620-4_59,"Automation, Communication and Cybernetics in Science and Engineering 2015/2016",Chapter,https://link.springer.com/chapter/10.1007/978-3-319-42620-4_59
springer,283,10.1007/978-3-319-23036-8_20,Hardware Support for Adaptive Task Scheduler in RTOS,Dinesh G. HarkutM. S. Ali,hardware support for adaptive task scheduler in rtos,dinesh g harkutm s ali,2016,10.1007/978-3-319-23036-8_20,Intelligent Systems Technologies and Applications,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-23036-8_20
springer,284,10.1007/978-1-4842-3009-1_2,ClojureScript,Nicolas Modrzyk,clojurescript,nicolas modrzyk,2017,10.1007/978-1-4842-3009-1_2,Reactive with ClojureScript Recipes,Chapter,https://link.springer.com/chapter/10.1007/978-1-4842-3009-1_2
springer,285,10.1007/978-3-319-47063-4_11,Acumen: An Open-Source Testbed for Cyber-Physical Systems Research,Walid TahaAdam DuraczYingfu ZengKevin AtkinsonFerenc A. BarthaPaul BraunerJan DuraczFei XuRobert CartwrightMichal KonečnýEugenio MoggiJawad MasoodPererik AndreassonJun InoueAnita Sant’AnnaRoland PhilippsenAlexandre ChapoutotMarcia O’MalleyAaron AmesVeronica GaspesLise HvatumShyam MehtaHenrik ErikssonChristian Grante,acumen an open source testbed for cyber physical systems research,walid tahaadam duraczyingfu zengkevin atkinsonferenc a barthapaul braunerjan duraczfei xurobert cartwrightmichal konečnýeugenio moggijawad masoodpererik andreassonjun inoueanita sant annaroland philippsenalexandre chapoutotmarcia o malleyaaron amesveronica gaspeslise hvatumshyam mehtahenrik erikssonchristian grante,2016,10.1007/978-3-319-47063-4_11,Internet of Things. IoT Infrastructures,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-47063-4_11
springer,286,10.1007/978-3-319-62407-5_16,Posting Graphs for Finding Non-Terminating Executions in Asynchronous Programs,Mohamed A. El-Zawawy,posting graphs for finding non terminating executions in asynchronous programs,mohamed a el zawawy,2017,10.1007/978-3-319-62407-5_16,Computational Science and Its Applications – ICCSA 2017,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-62407-5_16
springer,287,10.1007/978-3-319-10521-5_3,Introduction to Synchronous Programming Using Esterel,Li Hsien YoongPartha S. RoopZeeshan E. BhattiMatthew M. Y. Kuo,introduction to synchronous programming using esterel,li hsien yoongpartha s roopzeeshan e bhattimatthew m y kuo,2015,10.1007/978-3-319-10521-5_3,Model-Driven Design Using IEC 61499,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-10521-5_3
springer,288,10.1007/978-3-319-68034-7_3,Coordination of Dynamic Software Components with JavaBIP,Anastasia MavridouValentin RutzSimon Bliudze,coordination of dynamic software components with javabip,anastasia mavridouvalentin rutzsimon bliudze,2017,10.1007/978-3-319-68034-7_3,Formal Aspects of Component Software,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-68034-7_3
springer,289,10.1007/978-3-319-12883-2_25,Impact of Hardware/Software Partitioning and MicroBlaze FPGA Configurations on the Embedded Systems Performances,Imène MhadhbiNabil LitayemSlim Ben OthmanSlim Ben Saoud,impact of hardware software partitioning and microblaze fpga configurations on the embedded systems performances,imène mhadhbinabil litayemslim ben othmanslim ben saoud,2015,10.1007/978-3-319-12883-2_25,Complex System Modelling and Control Through Intelligent Soft Computations,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-12883-2_25
springer,290,10.1007/978-981-4560-50-4_19,Computer Music Languages and Systems: The Synergy Between Technology and Creativity,Hiroki NishinoRyohei Nakatsu,computer music languages and systems the synergy between technology and creativity,hiroki nishinoryohei nakatsu,2017,10.1007/978-981-4560-50-4_19,Handbook of Digital Games and Entertainment Technologies,Reference work entry,https://link.springer.com/rwe/10.1007/978-981-4560-50-4_19
springer,292,10.1007/978-3-319-45943-1_12,Formal Verification of a Rover Anti-collision System,Ning GeEric JennNicolas BretonYoann Fonteneau,formal verification of a rover anti collision system,ning geeric jennnicolas bretonyoann fonteneau,2016,10.1007/978-3-319-45943-1_12,Critical Systems: Formal Methods and Automated Verification,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-45943-1_12
springer,293,10.1007/978-3-319-67425-4_11,Sound Simulation and Co-simulation for Robotics,Ana CavalcantiAlvaro MiyazawaRichard PayneJim Woodcock,sound simulation and co simulation for robotics,ana cavalcantialvaro miyazawarichard paynejim woodcock,2017,10.1007/978-3-319-67425-4_11,Present and Ulterior Software Engineering,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-67425-4_11
springer,294,10.1007/978-981-10-0557-2_53,Exploring the Platform for Expressing SystemVerilog Assertions in Model Based System Engineering,Muhammad RashidMuhammad Waseem AnwarFarooque AzamMuhammad Kashif,exploring the platform for expressing systemverilog assertions in model based system engineering,muhammad rashidmuhammad waseem anwarfarooque azammuhammad kashif,2016,10.1007/978-981-10-0557-2_53,Information Science and Applications (ICISA) 2016,Conference paper,https://link.springer.com/chapter/10.1007/978-981-10-0557-2_53
springer,295,10.1007/978-3-319-20822-0_1,Introduction,Filipe MoutinhoLuís Gomes,introduction,filipe moutinholuís gomes,2016,10.1007/978-3-319-20822-0_1,Distributed Embedded Controller Development with Petri Nets,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-20822-0_1
springer,296,10.1007/s10270-016-0530-4,Road to a reactive and incremental model transformation platform: three generations of the VIATRA framework,Dániel VarróGábor BergmannÁbel HegedüsÁkos HorváthIstván RáthZoltán Ujhelyi,road to a reactive and incremental model transformation platform three generations of the viatra framework,dániel varrógábor bergmannábel hegedüsákos horváthistván ráthzoltán ujhelyi,2016,10.1007/s10270-016-0530-4,Software & Systems Modeling,Article,https://link.springer.com/article/10.1007/s10270-016-0530-4
springer,297,10.1007/978-3-319-41579-6_25,Hybrid Lustre,Zhenghen YuanTingliang ZhouJing LiuJuan LuoYi ZhangXiaohong Chen,hybrid lustre,zhenghen yuantingliang zhoujing liujuan luoyi zhangxiaohong chen,2016,10.1007/978-3-319-41579-6_25,Perspectives of System Informatics,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-41579-6_25
springer,298,10.1007/978-3-319-30695-7_13,Data Age Diminution in the Logical Execution Time Model,Christian BradatschFlorian KlugeTheo Ungerer,data age diminution in the logical execution time model,christian bradatschflorian klugetheo ungerer,2016,10.1007/978-3-319-30695-7_13,Architecture of Computing Systems – ARCS 2016,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-30695-7_13
springer,299,10.1007/978-3-662-49192-8_5,Incremental Queries and Transformations: From Concepts to Industrial Applications,Dániel Varró,incremental queries and transformations from concepts to industrial applications,dániel varró,2016,10.1007/978-3-662-49192-8_5,SOFSEM 2016: Theory and Practice of Computer Science,Conference paper,https://link.springer.com/chapter/10.1007/978-3-662-49192-8_5
springer,300,10.1007/978-3-319-10521-5_1,Introduction,Li Hsien YoongPartha S. RoopZeeshan E. BhattiMatthew M. Y. Kuo,introduction,li hsien yoongpartha s roopzeeshan e bhattimatthew m y kuo,2015,10.1007/978-3-319-10521-5_1,Model-Driven Design Using IEC 61499,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-10521-5_1
springer,301,10.1007/s10270-016-0534-0,A Model-based approach for the synthesis of software to firmware adapters for use with automatically generated components,Marco Di NataleDavid PerilloFrancesco ChiricoAndrea SindicoAlberto Sangiovanni-Vincentelli,a model based approach for the synthesis of software to firmware adapters for use with automatically generated components,marco di nataledavid perillofrancesco chiricoandrea sindicoalberto sangiovanni vincentelli,2016,10.1007/s10270-016-0534-0,Software & Systems Modeling,Article,https://link.springer.com/article/10.1007/s10270-016-0534-0
springer,302,10.1007/978-3-319-67425-4_6,Moldable Tools for Object-Oriented Development,Andrei ChişTudor GîrbaJuraj KubelkaOscar NierstraszStefan ReichhartAliaksei Syrel,moldable tools for object oriented development,andrei chiştudor gîrbajuraj kubelkaoscar nierstraszstefan reichhartaliaksei syrel,2017,10.1007/978-3-319-67425-4_6,Present and Ulterior Software Engineering,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-67425-4_6
springer,303,10.1007/s11704-015-3448-z,A survey on software defined networking and its applications,Yili GongWei HuangWenjie WangYingchun Lei,a survey on software defined networking and its applications,yili gongwei huangwenjie wangyingchun lei,2015,10.1007/s11704-015-3448-z,Frontiers of Computer Science,Article,https://link.springer.com/article/10.1007/s11704-015-3448-z
springer,304,10.1007/978-3-319-47169-3_1,Towards a Unified View of Modeling and Programming (Track Summary),Manfred BroyKlaus HavelundRahul KumarBernhard Steffen,towards a unified view of modeling and programming track summary,manfred broyklaus havelundrahul kumarbernhard steffen,2016,10.1007/978-3-319-47169-3_1,"Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications",Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-47169-3_1
springer,305,10.1007/978-3-319-27247-4_53,Design and Implementation of Dynamic Positioning Control System for USV,Ngoc-Huy TranHyeung-Sik ChoiJi-Youn OhSang-Ki Jeong,design and implementation of dynamic positioning control system for usv,ngoc huy tranhyeung sik choiji youn ohsang ki jeong,2016,10.1007/978-3-319-27247-4_53,AETA 2015: Recent Advances in Electrical Engineering and Related Sciences,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-27247-4_53
springer,306,10.1007/978-3-319-74183-3_11,Models for the Consistent Interaction of Adaptations in Self-Adaptive Systems,Nicolás CardozoKim MensSiobhán Clarke,models for the consistent interaction of adaptations in self adaptive systems,nicolás cardozokim menssiobhán clarke,2017,10.1007/978-3-319-74183-3_11,Software Engineering for Self-Adaptive Systems III. Assurances,Conference paper,https://link.springer.com/chapter/10.1007/978-3-319-74183-3_11
springer,307,10.1007/978-3-319-10680-9_5,Programmable Devices—Software and Hardware,Peter Hintenaus,programmable devices software and hardware,peter hintenaus,2015,10.1007/978-3-319-10680-9_5,Engineering Embedded Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-10680-9_5
springer,308,10.1007/978-3-319-26869-9_1,"Cyber-Physical Systems: Opportunities, Challenges and (Some) Solutions",Peter MarwedelMichael Engel,cyber physical systems opportunities challenges and some solutions,peter marwedelmichael engel,2016,10.1007/978-3-319-26869-9_1,Management of Cyber Physical Objects in the Future Internet of Things,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-26869-9_1
springer,309,10.1007/978-3-319-15940-9_14,Rea: Workflows for Cyber-Physical Systems,Dávid JuhászLászló DomoszlaiBarnabás Králik,rea workflows for cyber physical systems,dávid juhászlászló domoszlaibarnabás králik,2015,10.1007/978-3-319-15940-9_14,Central European Functional Programming School,Chapter,https://link.springer.com/chapter/10.1007/978-3-319-15940-9_14
